section,section_label,k,beta,rule,variant,variant_label,success_denominator,min_successful_digital,count_k,threshold_treatment,treatment_label,theta_mean,pi,seed_strategy,seed_fraction,pioneer_strategy,replacement_digital_rule,realised_mean_degree,avg_path_length,clustering,giant_component_fraction,cascade_prob,final_adoption_median,final_adoption_p05,final_adoption_p95,t10_median,t10_p05,t10_p95,t50_median,t50_p05,t50_p95,t90_median,t90_p05,t90_p95,transition_time_median,transition_time_p05,transition_time_p95,max_slope_median,max_slope_p05,max_slope_p95,n_runs,cascade_prob_ci_low,cascade_prob_ci_high
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.005,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.0,0.005,0.003,0.008049999999999996,,,,,,,,,,,,,0.0,0.0,0.002,60,0.0,0.06017393047793289
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.0,0.012,0.00895,0.2371999999999998,46.5,28.4,70.0,88.0,88.0,88.0,,,,51.0,51.0,51.0,0.0010000000000000009,0.0,0.009050000000000004,60,0.0,0.06017393047793289
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.02,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.43333333333333335,0.8745,0.23754999999999998,0.91005,14.0,8.9,28.399999999999977,53.0,37.0,91.49999999999997,85.0,71.4,96.6,40.0,26.299999999999997,79.1,0.020000000000000018,0.00995000000000001,0.024050000000000016,60,0.3157220039440064,0.5589678534530513
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.05,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.9666666666666667,0.903,0.9,0.91,3.0,2.0,3.0,29.0,25.95,39.14999999999999,67.0,62.0,78.1,26.0,23.0,37.099999999999994,0.025999999999999995,0.021999999999999992,0.031049999999999998,60,0.8863601247107462,0.9908108735098498
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.001,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.0,0.001,0.0,0.001,,,,,,,,,,,,,0.0,0.0,0.0,60,0.0,0.06017393047793289
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.005,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.0,0.005,0.00395,0.006049999999999998,,,,,,,,,,,,,0.0,0.0,0.001,60,0.0,0.06017393047793289
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.01,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.05,0.1735,0.011,0.8058999999999998,46.5,22.75,79.99999999999997,74.5,48.75,92.1,89.0,83.6,94.4,47.0,28.7,54.3,0.008000000000000007,0.0010000000000000009,0.020050000000000012,60,0.01714919117914121,0.13700734625099836
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.02,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.6333333333333333,0.902,0.38175,0.91015,9.0,7.0,12.0,43.0,33.7,72.69999999999997,80.0,71.4,94.39999999999998,32.0,26.700000000000003,62.599999999999994,0.021000000000000005,0.017899999999999992,0.024999999999999994,60,0.5068276736679673,0.7437926115379172
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.05,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.95,0.903,0.9,0.90905,2.0,2.0,2.0,27.0,24.95,40.05,63.0,58.0,70.29999999999998,25.0,22.950000000000003,38.05,0.0355,0.026999999999999996,0.040999999999999995,60,0.8629926537490016,0.9828508088208587
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,random,0.001,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.0,0.001,0.0,0.001,,,,,,,,,,,,,0.0,0.0,0.0,60,0.0,0.06017393047793289
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,random,0.005,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.0,0.005,0.003,0.006049999999999998,,,,,,,,,,,,,0.0,0.0,0.001,60,0.0,0.06017393047793289
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,random,0.01,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.0,0.011,0.008,0.0592499999999997,40.0,31.0,62.499999999999986,80.0,69.2,90.8,,,,45.0,38.7,51.3,0.0010000000000000009,0.0,0.003149999999999994,60,0.0,0.06017393047793289
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,random,0.02,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.36666666666666664,0.9,0.29019999999999996,0.9071,13.0,8.95,21.049999999999997,54.5,38.0,76.99999999999997,83.5,72.1,97.89999999999999,39.5,28.0,65.49999999999996,0.020000000000000004,0.01200000000000001,0.022050000000000018,60,0.2562073884620827,0.4931723263320327
L_ignition,L ignition,50,0.7,complex,success_min3,fractional success + >=3,better,3,1,mixture,mixture pi=5%,1.0,0.05,random,0.05,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.903,0.9,0.91005,2.0,2.0,3.0,29.0,25.95,33.05,66.0,61.0,73.0,26.0,23.95,31.049999999999997,0.027999999999999997,0.022949999999999995,0.033049999999999996,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.001,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.95,0.904,0.8769500000000001,0.90905,8.0,6.0,12.0,34.0,31.0,40.39999999999999,72.0,66.8,82.0,26.0,24.0,30.0,0.026000000000000016,0.022949999999999915,0.03205,60,0.8629926537490016,0.9828508088208587
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.005,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.903,0.9,0.91205,5.0,5.0,6.0,31.0,28.95,33.05,69.0,62.949999999999996,76.1,26.0,23.0,28.0,0.03,0.025,0.03509999999999999,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.904,0.9,0.91005,4.0,4.0,5.0,30.0,28.0,34.0,67.0,61.95,75.05,26.0,23.95,29.0,0.030500000000000003,0.02500000000000001,0.03705000000000001,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.02,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.904,0.9,0.90905,3.0,3.0,4.0,28.0,26.0,31.0,65.5,58.95,73.0,25.0,23.0,28.0,0.033999999999999996,0.028999999999999998,0.039999999999999994,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.05,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.904,0.9,0.9101,2.0,1.0,2.0,26.0,25.0,28.0,64.0,58.95,69.05,24.0,23.0,26.0,0.048,0.041999999999999996,0.055999999999999994,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.001,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.9833333333333333,0.904,0.9,0.91005,7.0,6.0,10.099999999999994,33.0,31.0,41.39999999999998,72.0,67.0,85.49999999999997,26.0,24.0,30.099999999999994,0.02600000000000001,0.022999999999999993,0.03214999999999999,60,0.9114466177322051,0.9970519161391262
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.005,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.9833333333333333,0.904,0.9,0.911,5.0,4.0,6.0,31.0,29.0,36.0,69.0,64.0,75.1,26.0,24.0,31.0,0.028999999999999998,0.024950000000000003,0.03400000000000001,60,0.9114466177322051,0.9970519161391262
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.01,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.904,0.9,0.91,4.0,3.0,5.0,29.0,27.0,31.0,66.0,59.95,73.05,25.0,23.0,27.049999999999997,0.031,0.02700000000000001,0.038099999999999995,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.02,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.903,0.9,0.90805,3.0,2.0,3.0,28.0,25.0,30.0,64.0,59.95,72.0,25.0,22.950000000000003,27.0,0.038,0.032900000000000006,0.04305,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,hub_bridge,0.05,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.904,0.9,0.91005,1.0,1.0,1.0,26.0,23.0,27.0,62.0,57.0,68.05,25.0,22.0,26.0,0.055499999999999994,0.05,0.06305,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,random,0.001,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.9666666666666667,0.904,0.9,0.909,8.0,6.0,10.049999999999997,33.0,31.0,40.099999999999994,71.0,66.0,79.0,26.0,23.9,31.19999999999999,0.0275,0.02100000000000002,0.036,60,0.8863601247107462,0.9908108735098498
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,random,0.005,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.9025000000000001,0.9,0.9081,5.0,5.0,7.0,31.0,29.0,34.05,68.0,63.0,77.1,25.5,23.0,29.0,0.028999999999999998,0.023000000000000007,0.03405,60,0.9398260695220669,0.9999999999999999
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,random,0.01,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.9666666666666667,0.903,0.9,0.91005,4.0,4.0,5.0,30.0,28.0,33.099999999999994,68.0,62.0,73.0,26.0,23.9,29.0,0.031000000000000007,0.026999999999999996,0.037,60,0.8863601247107462,0.9908108735098498
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,random,0.02,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,0.9833333333333333,0.903,0.9,0.909,3.0,3.0,4.0,28.0,26.0,31.0,66.0,59.9,71.0,25.0,23.0,28.0,0.0355,0.029000000000000012,0.042,60,0.9114466177322051,0.9970519161391262
L_ignition,L ignition,50,0.7,complex,success_original,fractional success,better,0,1,mixture,mixture pi=5%,1.0,0.05,random,0.05,random,traditional_only,50.0,2.0382382382382382,0.0646271160937189,1.0,1.0,0.904,0.9,0.90805,1.0,1.0,2.0,26.0,24.0,28.0,63.0,58.0,70.0,25.0,23.0,27.0,0.051000000000000004,0.043949999999999996,0.056049999999999996,60,0.9398260695220669,0.9999999999999999
L_mechanism,L mechanism,20,0.7,complex,success_original,performance-conditioned,better,0,1,mixture,mixture pi=5%,0.96,0.05,clustered,0.01,random,traditional_only,20.0,2.65005005005005,0.03733268910500236,1.0,1.0,0.9095,0.666,0.92405,4.0,3.95,5.049999999999997,18.0,15.0,23.049999999999997,34.5,27.55,58.24999999999998,14.0,11.0,19.049999999999997,0.04050000000000002,0.03595,0.04610000000000004,60,0.9398260695220669,0.9999999999999999
L_mechanism,L mechanism,20,0.7,hazard,hazard,hazard,better,0,1,mixture,mixture pi=5%,0.96,0.05,clustered,0.01,random,traditional_only,20.0,2.65005005005005,0.03733268910500236,1.0,0.0,0.503,0.4779,0.52815,10.0,9.0,12.049999999999997,94.0,86.69999999999999,99.3,,,,84.0,77.1,89.0,0.015,0.01200000000000001,0.018000000000000002,60,0.0,0.06017393047793289
L_mechanism,L mechanism,20,0.7,simple,frequency_based,frequency-based,better,0,1,mixture,mixture pi=5%,0.96,0.05,clustered,0.01,random,traditional_only,20.0,2.65005005005005,0.03733268910500236,1.0,0.0,0.014499999999999999,0.01,0.022049999999999997,,,,,,,,,,,,,0.004999999999999999,0.0019500000000000003,0.007049999999999997,60,0.0,0.06017393047793289
L_mechanism,L mechanism,50,0.7,complex,success_original,performance-conditioned,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,50.0,2.038838838838839,0.06472810297079047,1.0,0.9833333333333333,0.903,0.9,0.90905,4.0,4.0,5.0,30.0,27.95,33.05,67.0,61.900000000000006,75.0,25.0,23.0,29.0,0.030999999999999993,0.025999999999999995,0.037149999999999996,60,0.9114466177322051,0.9970519161391262
L_mechanism,L mechanism,50,0.7,hazard,hazard,hazard,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,50.0,2.038838838838839,0.06472810297079047,1.0,0.0,0.497,0.4737,0.5261,10.0,9.0,11.049999999999997,96.0,88.0,100.0,,,,86.0,78.0,90.6,0.014000000000000012,0.012999999999999998,0.018000000000000002,60,0.0,0.06017393047793289
L_mechanism,L mechanism,50,0.7,simple,frequency_based,frequency-based,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,50.0,2.038838838838839,0.06472810297079047,1.0,0.0,0.01,0.00795,0.013,,,,,,,,,,,,,0.0,0.0,0.002,60,0.0,0.06017393047793289
L_scale,L scale,10,0.7,complex,scale_original_clustered,original rule; 1% clustered seed,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,10.0,3.264904904904905,0.026587419095562417,1.0,1.0,0.819,0.7301500000000001,0.9101,6.0,4.0,6.0,19.0,14.45,23.64999999999999,50.0,31.4,88.6,13.0,10.0,16.549999999999997,0.04199999999999998,0.03345,0.048549999999999996,50,0.9286499658256813,1.0
L_scale,L scale,15,0.7,complex,scale_original_clustered,original rule; 1% clustered seed,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,15.0,2.843923923923924,0.030154232391571213,1.0,1.0,0.904,0.7053499999999999,0.9277500000000001,4.0,4.0,5.549999999999997,17.0,14.0,23.0,38.0,28.0,58.699999999999996,13.0,10.0,18.0,0.04300000000000002,0.03545000000000001,0.04954999999999998,50,0.9286499658256813,1.0
L_scale,L scale,30,0.7,complex,scale_original_clustered,original rule; 1% clustered seed,better,0,1,mixture,mixture pi=5%,0.96,0.05,clustered,0.01,random,traditional_only,30.0,2.398678678678679,0.04765602889067506,1.0,1.0,0.9065000000000001,0.9,0.9175500000000001,4.0,3.0,5.0,20.0,18.0,33.55,39.0,36.0,55.599999999999966,16.0,14.0,29.549999999999997,0.036000000000000004,0.031,0.04155,50,0.9286499658256813,1.0
L_scale,L scale,50,0.7,complex,scale_original_clustered,original rule; 1% clustered seed,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,50.0,2.032192192192192,0.06368313622483308,1.0,1.0,0.904,0.9,0.9111,4.0,4.0,5.0,29.5,27.0,33.0,66.0,62.0,74.55,25.0,23.0,28.549999999999997,0.030999999999999993,0.02500000000000001,0.036000000000000004,50,0.9286499658256813,1.0
L_scale,L scale,100,0.7,complex,scale_original_clustered,original rule; 1% clustered seed,better,0,1,mixture,mixture pi=5%,0.98,0.05,clustered,0.01,random,traditional_only,100.0,1.9005805805805807,0.11183689472652421,1.0,0.0,0.6884999999999999,0.6425000000000001,0.71955,6.0,5.0,6.549999999999997,63.0,57.0,69.55,,,,57.0,51.45,63.55,0.025999999999999995,0.020999999999999998,0.03,50,0.0,0.07135003417431873
L_scale,L scale,150,0.7,complex,scale_original_clustered,original rule; 1% clustered seed,better,0,1,mixture,mixture pi=5%,0.97,0.05,clustered,0.01,random,traditional_only,150.0,1.852892892892893,0.15827671645953764,1.0,0.0,0.4805,0.4548,0.50655,8.0,6.45,9.0,98.0,94.4,100.0,,,,90.0,88.0,91.6,0.023,0.018000000000000002,0.028,50,0.0,0.07135003417431873
L_scale,L scale beyond human,200,0.7,complex,scale_original_clustered,original rule; 1% clustered seed,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,200.0,1.8002002002002002,0.20604269614012224,1.0,0.0,0.379,0.35945,0.40854999999999997,10.0,8.0,11.549999999999997,,,,,,,,,,0.021000000000000005,0.017999999999999995,0.025,50,0.0,0.07135003417431873
L_thresholds,L thresholds,20,0.7,complex,equal_higher_variance,equal effort: variance,better,0,1,higher_variance,equal effort: variance,0.96,,clustered,0.01,none,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,1.0,0.9165000000000001,0.901,0.93015,7.0,6.0,10.049999999999997,26.0,20.95,37.05,39.0,30.0,52.099999999999994,19.0,14.0,28.0,0.046999999999999986,0.03695000000000003,0.05599999999999994,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,20,0.7,complex,equal_lower_mean,equal effort: lower mean,better,0,1,lower_mean,equal effort: lower mean,0.96,,clustered,0.01,none,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,1.0,0.936,0.90295,0.9621,8.0,6.0,10.0,28.0,20.0,37.0,35.0,26.0,45.05,20.0,13.0,27.049999999999997,0.07599999999999996,0.06600000000000006,0.08699999999999997,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,20,0.7,complex,equal_mixture,equal effort: mixture,better,0,1,mixture,equal effort: mixture,0.96,0.027472527472527476,clustered,0.01,random,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,1.0,0.91,0.659,0.9221,5.0,4.0,6.049999999999997,22.0,17.0,31.0,43.0,30.700000000000003,71.6,17.0,12.0,24.049999999999997,0.039000000000000035,0.03189999999999992,0.04604999999999998,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,20,0.7,complex,higher_variance,higher variance,better,0,1,higher_variance,higher variance,0.96,,clustered,0.01,none,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,1.0,0.9165000000000001,0.90295,0.93105,7.0,6.0,9.0,21.0,17.0,25.0,29.5,24.95,37.0,13.0,11.0,17.0,0.057499999999999996,0.047000000000000035,0.06500000000000006,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,20,0.7,complex,homogeneous,homogeneous,better,0,1,homogeneous,homogeneous,0.96,,clustered,0.01,none,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,0.9666666666666667,0.909,0.5606500000000001,0.9241,7.0,6.0,10.049999999999997,32.5,20.0,47.05,57.0,35.0,92.0,24.0,13.0,38.05,0.03649999999999998,0.022899999999999966,0.04200000000000004,60,0.8863601247107462,0.9908108735098498
L_thresholds,L thresholds,20,0.7,complex,lower_mean,lower mean,better,0,1,lower_mean,lower mean,0.96,,clustered,0.01,none,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,1.0,0.9355,0.906,0.961,7.0,6.0,10.0,26.0,20.0,35.0,33.0,26.950000000000003,43.05,19.0,13.95,26.0,0.07599999999999996,0.06394999999999995,0.08724999999999995,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,20,0.7,complex,mixture_pi_1,mixture pi=1%,better,0,1,mixture,mixture pi=1%,0.96,0.01,clustered,0.01,random,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,0.9833333333333333,0.9025000000000001,0.56495,0.921,6.0,5.0,9.0,27.0,20.95,43.14999999999999,49.0,35.0,84.1,20.5,14.950000000000001,35.099999999999994,0.035,0.025899999999999996,0.04300000000000004,60,0.9114466177322051,0.9970519161391262
L_thresholds,L thresholds,20,0.7,complex,mixture_pi_10,mixture pi=10%,better,0,1,mixture,mixture pi=10%,0.96,0.1,clustered,0.01,random,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,1.0,0.911,0.9,0.9221,3.0,3.0,3.0,13.0,12.0,15.0,25.0,23.0,41.14999999999999,10.0,9.0,12.0,0.05800000000000001,0.05094999999999999,0.06905,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,20,0.7,complex,mixture_pi_5,mixture pi=5%,better,0,1,mixture,mixture pi=5%,0.96,0.05,clustered,0.01,random,traditional_only,20.0,2.647887887887888,0.03516112947417662,1.0,1.0,0.91,0.6716000000000001,0.925,4.0,4.0,5.049999999999997,18.0,15.0,21.0,32.0,27.6,56.199999999999974,13.0,11.0,17.0,0.04099999999999999,0.03595,0.04699999999999993,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,50,0.7,complex,equal_higher_variance,equal effort: variance,better,0,1,higher_variance,equal effort: variance,1.0,,clustered,0.01,none,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,1.0,0.905,0.9,0.91605,9.0,7.0,11.0,34.0,30.0,42.05,58.0,53.95,69.0,25.0,22.0,33.0,0.025000000000000022,0.022949999999999915,0.028050000000000023,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,50,0.7,complex,equal_lower_mean,equal effort: lower mean,better,0,1,lower_mean,equal effort: lower mean,1.0,,clustered,0.01,none,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,1.0,0.9245000000000001,0.9019,0.944,8.5,7.0,11.0,32.0,27.95,39.05,43.0,39.0,50.05,23.0,20.0,30.0,0.04600000000000004,0.04200000000000004,0.05105000000000004,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,50,0.7,complex,equal_mixture,equal effort: mixture,better,0,1,mixture,equal effort: mixture,1.0,0.026315789473684213,clustered,0.01,random,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,0.9833333333333333,0.9025000000000001,0.90095,0.90905,6.0,5.0,7.0,32.0,30.0,36.05,70.5,64.95,78.05,26.0,24.0,30.049999999999997,0.023000000000000013,0.020000000000000018,0.027999999999999997,60,0.9114466177322051,0.9970519161391262
L_thresholds,L thresholds,50,0.7,complex,higher_variance,higher variance,better,0,1,higher_variance,higher variance,1.0,,clustered,0.01,none,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,1.0,0.907,0.9,0.91505,8.0,7.0,10.049999999999997,27.0,24.0,33.0,47.0,43.0,53.0,19.0,17.0,23.049999999999997,0.03200000000000003,0.028000000000000025,0.03699999999999993,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,50,0.7,complex,homogeneous,homogeneous,better,0,1,homogeneous,homogeneous,1.0,,clustered,0.01,none,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,0.85,0.9025000000000001,0.9,0.90815,9.0,7.0,11.0,37.0,33.0,48.49999999999997,75.5,70.7,89.14999999999999,28.0,25.0,39.39999999999998,0.021999999999999936,0.018000000000000016,0.025000000000000022,60,0.7388517410884038,0.9190265075770431
L_thresholds,L thresholds,50,0.7,complex,lower_mean,lower mean,better,0,1,lower_mean,lower mean,1.0,,clustered,0.01,none,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,1.0,0.918,0.9019,0.9410499999999999,9.0,7.0,12.0,31.5,28.0,43.14999999999999,42.5,40.0,54.14999999999999,22.0,20.0,36.0,0.04600000000000004,0.04194999999999993,0.05309999999999994,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,50,0.7,complex,mixture_pi_1,mixture pi=1%,better,0,1,mixture,mixture pi=1%,1.0,0.01,clustered,0.01,random,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,0.8666666666666667,0.903,0.9,0.909,7.0,6.0,10.0,35.0,32.0,45.05,74.0,68.9,87.0,27.0,25.0,37.05,0.02200000000000002,0.019000000000000017,0.023999999999999994,60,0.7583460540992789,0.9308597302169036
L_thresholds,L thresholds,50,0.7,complex,mixture_pi_10,mixture pi=10%,better,0,1,mixture,mixture pi=10%,1.0,0.1,clustered,0.01,random,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,1.0,0.9045000000000001,0.9,0.911,3.0,3.0,3.0,26.0,24.0,28.049999999999997,63.0,57.0,69.0,23.0,21.0,25.049999999999997,0.055999999999999994,0.04895,0.06405,60,0.9398260695220669,0.9999999999999999
L_thresholds,L thresholds,50,0.7,complex,mixture_pi_5,mixture pi=5%,better,0,1,mixture,mixture pi=5%,1.0,0.05,clustered,0.01,random,traditional_only,50.0,2.031991991991992,0.0651043961596766,1.0,0.9833333333333333,0.9025000000000001,0.9,0.91005,4.0,4.0,5.0,30.0,27.95,33.05,69.0,62.949999999999996,76.05,26.0,23.0,28.049999999999997,0.029500000000000002,0.024950000000000007,0.03605,60,0.9114466177322051,0.9970519161391262
